"id","window_start","window_end","window_setting","number_of_cores","number_of_threads","latency","throughput","created_at"
247,"1762967820","1762967880","tumbling_1 minutes","4","1","1.449","46.238785","2025-11-12 17:18:02.213732+00"
248,"1762967880","1762967940","tumbling_1 minutes","4","1","0.227","290.7489","2025-11-12 17:19:00.49849+00"
249,"1762967940","1762968000","tumbling_1 minutes","4","1","0.231","290.0433","2025-11-12 17:20:00.904536+00"
250,"1762968000","1762968060","tumbling_1 minutes","4","1","1.395","47.31183","2025-11-12 17:21:01.562868+00"
251,"1762968060","1762968120","tumbling_1 minutes","4","1","0.138","485.50723","2025-11-12 17:22:00.708722+00"
252,"1762968120","1762968180","tumbling_1 minutes","4","1","0.511","129.15851","2025-11-12 17:23:00.584876+00"
253,"1762968180","1762968240","tumbling_1 minutes","4","1","0.174","385.05746","2025-11-12 17:24:00.649909+00"
254,"1762968240","1762968300","tumbling_1 minutes","4","1","0.2","335","2025-11-12 17:25:01.076841+00"
255,"1762968300","1762968360","tumbling_1 minutes","4","1","0.376","175.53192","2025-11-12 17:26:00.754027+00"
256,"1762968360","1762968420","tumbling_1 minutes","4","1","1.11","60.36036","2025-11-12 17:27:01.898292+00"
257,"1762968420","1762968480","tumbling_1 minutes","4","1","0.198","333.33334","2025-11-12 17:28:00.478349+00"
258,"1762968480","1762968540","tumbling_1 minutes","4","1","0.125","536","2025-11-12 17:29:00.794274+00"
259,"1762968540","1762968600","tumbling_1 minutes","4","1","0.134","492.53732","2025-11-12 17:30:00.307522+00"
260,"1762968600","1762968660","tumbling_1 minutes","4","1","0.12","558.3333","2025-11-12 17:31:00.693916+00"
261,"1762968660","1762968720","tumbling_1 minutes","4","1","0.303","217.82178","2025-11-12 17:32:00.382415+00"
262,"1762968720","1762968780","tumbling_1 minutes","4","1","0.333","201.2012","2025-11-12 17:33:00.811508+00"
263,"1762968780","1762968840","tumbling_1 minutes","4","1","1.897","35.318924","2025-11-12 17:34:02.77266+00"
264,"1762968840","1762968900","tumbling_1 minutes","4","1","0.121","545.4545","2025-11-12 17:35:00.497686+00"
265,"1762968900","1762968960","tumbling_1 minutes","4","1","0.499","134.26854","2025-11-12 17:36:01.283168+00"
266,"1762968960","1762969020","tumbling_1 minutes","4","1","0.364","181.31868","2025-11-12 17:37:00.652107+00"
267,"1762969020","1762969080","tumbling_1 minutes","4","1","0.126","531.74603","2025-11-12 17:38:00.81835+00"
268,"1762969080","1762969140","tumbling_1 minutes","4","1","0.216","305.55554","2025-11-12 17:39:00.413706+00"
269,"1762969140","1762969200","tumbling_1 minutes","4","1","0.653","102.60337","2025-11-12 17:40:01.238875+00"
270,"1762969200","1762969260","tumbling_1 minutes","4","1","0.486","135.80247","2025-11-12 17:41:00.578211+00"
271,"1762969260","1762969320","tumbling_1 minutes","4","1","0.18","372.22223","2025-11-12 17:42:00.68554+00"
272,"1762969320","1762969380","tumbling_1 minutes","4","1","0.774","86.56331","2025-11-12 17:43:01.672211+00"
273,"1762969380","1762969440","tumbling_1 minutes","4","1","0.293","225.25597","2025-11-12 17:44:00.692172+00"
274,"1762969440","1762969500","tumbling_1 minutes","4","1","0.205","326.82925","2025-11-12 17:45:01.009286+00"
275,"1762969500","1762969560","tumbling_1 minutes","4","1","0.273","241.75824","2025-11-12 17:46:00.582684+00"
276,"1762969560","1762969620","tumbling_1 minutes","4","1","0.441","151.92744","2025-11-12 17:47:01.151067+00"
277,"1762969620","1762969680","tumbling_1 minutes","4","1","0.127","519.68506","2025-11-12 17:48:00.341074+00"
278,"1762969680","1762969740","tumbling_1 minutes","4","1","0.119","563.0252","2025-11-12 17:49:00.724822+00"
279,"1762969740","1762969800","tumbling_1 minutes","4","1","0.318","207.54716","2025-11-12 17:50:00.420686+00"
280,"1762969800","1762969860","tumbling_1 minutes","4","1","0.26","257.69232","2025-11-12 17:51:00.762273+00"
281,"1762969860","1762969920","tumbling_1 minutes","4","1","1.007","66.53426","2025-11-12 17:52:01.914815+00"
282,"1762969920","1762969980","tumbling_1 minutes","4","1","0.215","306.97675","2025-11-12 17:53:00.620639+00"
283,"1762969980","1762970040","tumbling_1 minutes","4","1","0.122","549.1803","2025-11-12 17:54:00.932427+00"
284,"1762970040","1762970100","tumbling_1 minutes","4","1","0.419","157.5179","2025-11-12 17:55:00.728747+00"
285,"1762970100","1762970160","tumbling_1 minutes","4","1","0.203","330.04926","2025-11-12 17:56:00.910617+00"
286,"1762970160","1762970220","tumbling_1 minutes","4","1","1.15","57.391304","2025-11-12 17:57:01.362585+00"
287,"1762970220","1762970280","tumbling_1 minutes","4","1","0.196","341.83673","2025-11-12 17:58:00.812034+00"
288,"1762970280","1762970340","tumbling_1 minutes","4","1","0.244","270.4918","2025-11-12 17:59:00.367412+00"
289,"1762970340","1762970400","tumbling_1 minutes","4","1","0.565","118.58407","2025-11-12 18:00:01.094639+00"
290,"1762970400","1762970460","tumbling_1 minutes","4","1","0.237","278.48102","2025-11-12 18:01:00.265862+00"
291,"1762970460","1762970520","tumbling_1 minutes","4","1","0.196","341.83673","2025-11-12 18:02:00.636626+00"
292,"1762970520","1762970580","tumbling_1 minutes","4","1","0.735","91.15646","2025-11-12 18:03:01.562654+00"
293,"1762970580","1762970640","tumbling_1 minutes","4","1","0.241","273.85892","2025-11-12 18:04:00.570992+00"
294,"1762970640","1762970700","tumbling_1 minutes","4","1","0.274","244.52554","2025-11-12 18:05:01.005948+00"
295,"1762970700","1762970760","tumbling_1 minutes","4","1","0.983","67.1414","2025-11-12 18:06:01.208907+00"
296,"1762970760","1762970820","tumbling_1 minutes","4","1","0.949","70.60063","2025-11-12 18:07:01.577134+00"
297,"1762970820","1762970880","tumbling_1 minutes","4","1","0.98","67.34694","2025-11-12 18:08:01.118334+00"
298,"1762970880","1762970940","tumbling_1 minutes","4","1","0.272","246.32353","2025-11-12 18:09:00.809643+00"
299,"1762970940","1762971000","tumbling_1 minutes","4","1","0.111","594.5946","2025-11-12 18:10:00.14822+00"
300,"1762971000","1762971060","tumbling_1 minutes","4","1","0.288","232.63889","2025-11-12 18:11:00.72401+00"
301,"1762971060","1762971120","tumbling_1 minutes","4","1","0.209","320.57416","2025-11-12 18:12:01.057198+00"
302,"1762971120","1762971180","tumbling_1 minutes","4","1","0.972","67.90124","2025-11-12 18:13:01.323827+00"
303,"1762971180","1762971240","tumbling_1 minutes","4","1","0.686","97.66764","2025-11-12 18:14:01.436436+00"
304,"1762971240","1762971300","tumbling_1 minutes","4","1","0.121","545.4545","2025-11-12 18:15:00.357618+00"
305,"1762971300","1762971360","tumbling_1 minutes","4","1","0.914","73.30416","2025-11-12 18:16:01.545517+00"
306,"1762971360","1762971420","tumbling_1 minutes","4","1","0.764","86.387436","2025-11-12 18:17:00.894885+00"
307,"1762971420","1762971480","tumbling_1 minutes","4","1","0.467","143.46895","2025-11-12 18:18:00.995156+00"
308,"1762971480","1762971540","tumbling_1 minutes","4","1","0.367","179.83652","2025-11-12 18:19:00.401619+00"
309,"1762971540","1762971600","tumbling_1 minutes","4","1","0.767","87.353325","2025-11-12 18:20:01.195452+00"
310,"1762971600","1762971660","tumbling_1 minutes","4","1","0.425","157.64706","2025-11-12 18:21:01.252501+00"
311,"1762971660","1762971720","tumbling_1 minutes","4","1","0.504","130.95238","2025-11-12 18:22:00.837438+00"
312,"1762971720","1762971780","tumbling_1 minutes","4","1","1.563","42.866283","2025-11-12 18:23:02.282324+00"
313,"1762971780","1762971840","tumbling_1 minutes","4","1","0.133","496.2406","2025-11-12 18:24:00.355104+00"
314,"1762971840","1762971900","tumbling_1 minutes","4","1","0.288","232.63889","2025-11-12 18:25:00.914311+00"
315,"1762971900","1762971960","tumbling_1 minutes","4","1","0.329","200.60791","2025-11-12 18:26:00.450626+00"
316,"1762971960","1762972020","tumbling_1 minutes","4","1","0.188","356.38297","2025-11-12 18:27:00.710505+00"
317,"1762972020","1762972080","tumbling_1 minutes","4","1","0.748","88.23529","2025-11-12 18:28:00.769927+00"
318,"1762972080","1762972140","tumbling_1 minutes","4","1","0.176","380.68182","2025-11-12 18:29:00.605425+00"
319,"1762972140","1762972200","tumbling_1 minutes","4","1","0.117","572.6496","2025-11-12 18:30:00.951418+00"
320,"1762972200","1762972260","tumbling_1 minutes","4","1","0.365","180.82191","2025-11-12 18:31:00.6968+00"
321,"1762972260","1762972320","tumbling_1 minutes","4","1","0.161","416.14908","2025-11-12 18:32:00.897505+00"
322,"1762972320","1762972380","tumbling_1 minutes","4","1","0.453","145.69536","2025-11-12 18:33:00.688533+00"
323,"1762972380","1762972440","tumbling_1 minutes","4","1","0.604","110.927155","2025-11-12 18:34:01.244576+00"
324,"1762972440","1762972500","tumbling_1 minutes","4","1","0.91","72.52747","2025-11-12 18:35:01.065557+00"
325,"1762972500","1762972560","tumbling_1 minutes","4","1","0.189","354.49734","2025-11-12 18:36:00.757724+00"
326,"1762972560","1762972620","tumbling_1 minutes","4","1","1.046","63.097515","2025-11-12 18:37:01.128571+00"
327,"1762972620","1762972680","tumbling_1 minutes","4","1","0.4","167.5","2025-11-12 18:38:00.878361+00"
328,"1762972680","1762972740","tumbling_1 minutes","4","1","0.848","79.00944","2025-11-12 18:39:01.732561+00"
329,"1762972740","1762972800","tumbling_1 minutes","4","1","0.329","200.60791","2025-11-12 18:40:00.716314+00"
330,"1762972800","1762972860","tumbling_1 minutes","4","1","0.131","511.45038","2025-11-12 18:41:00.921372+00"
331,"1762972860","1762972920","tumbling_1 minutes","4","1","0.355","185.9155","2025-11-12 18:42:00.658217+00"
332,"1762972920","1762972980","tumbling_1 minutes","4","1","1.22","54.918034","2025-11-12 18:43:01.922478+00"
333,"1762972980","1762973040","tumbling_1 minutes","4","1","0.109","605.5046","2025-11-12 18:44:00.320129+00"
334,"1762973040","1762973100","tumbling_1 minutes","4","1","0.726","92.2865","2025-11-12 18:45:01.345734+00"
335,"1762973100","1762973160","tumbling_1 minutes","4","1","0.356","185.39326","2025-11-12 18:46:00.464351+00"
336,"1762973160","1762973220","tumbling_1 minutes","4","1","0.349","191.97708","2025-11-12 18:47:00.868925+00"
337,"1762973220","1762973280","tumbling_1 minutes","4","1","0.124","532.25806","2025-11-12 18:48:00.148177+00"
338,"1762973280","1762973340","tumbling_1 minutes","4","1","0.517","129.59381","2025-11-12 18:49:00.940692+00"
339,"1762973340","1762973400","tumbling_1 minutes","4","1","0.958","69.93737","2025-11-12 18:50:01.780175+00"
340,"1762973400","1762973460","tumbling_1 minutes","4","1","0.399","165.41353","2025-11-12 18:51:00.716689+00"
341,"1762973460","1762973520","tumbling_1 minutes","4","1","0.154","435.06494","2025-11-12 18:52:00.886058+00"
342,"1762973520","1762973580","tumbling_1 minutes","4","1","0.167","395.2096","2025-11-12 18:53:00.383327+00"
343,"1762973580","1762973640","tumbling_1 minutes","4","1","0.17","394.11765","2025-11-12 18:54:00.788093+00"
344,"1762973640","1762973700","tumbling_1 minutes","4","1","0.665","99.24812","2025-11-12 18:55:00.776592+00"
345,"1762973700","1762973760","tumbling_1 minutes","4","1","0.165","406.0606","2025-11-12 18:56:00.684676+00"
346,"1762973760","1762973820","tumbling_1 minutes","4","1","0.544","123.161766","2025-11-12 18:57:01.459694+00"
347,"1762973820","1762973880","tumbling_1 minutes","4","1","0.167","395.2096","2025-11-12 18:58:00.577309+00"
348,"1762973880","1762973940","tumbling_1 minutes","4","1","0.967","69.28645","2025-11-12 18:59:01.76763+00"
349,"1762973940","1762974000","tumbling_1 minutes","4","1","0.561","117.64706","2025-11-12 19:00:00.871052+00"
350,"1762974000","1762974060","tumbling_1 minutes","4","1","0.456","146.92982","2025-11-12 19:01:01.161899+00"
351,"1762974060","1762974120","tumbling_1 minutes","4","1","0.307","214.98372","2025-11-12 19:02:00.517398+00"
352,"1762974120","1762974180","tumbling_1 minutes","4","1","0.487","137.577","2025-11-12 19:03:01.081468+00"
353,"1762974180","1762974240","tumbling_1 minutes","4","1","0.285","231.57895","2025-11-12 19:04:00.380876+00"
354,"1762974240","1762974300","tumbling_1 minutes","4","1","0.305","219.67213","2025-11-12 19:05:00.803675+00"
355,"1762974300","1762974360","tumbling_1 minutes","4","1","0.281","238.43416","2025-11-12 19:06:01.177171+00"
356,"1762974360","1762974420","tumbling_1 minutes","4","1","0.419","157.5179","2025-11-12 19:07:00.813699+00"
357,"1762974420","1762974480","tumbling_1 minutes","4","1","0.855","78.36257","2025-11-12 19:08:01.652923+00"
358,"1762974480","1762974540","tumbling_1 minutes","4","1","0.465","141.93549","2025-11-12 19:09:00.761522+00"
359,"1762974540","1762974600","tumbling_1 minutes","4","1","0.399","167.9198","2025-11-12 19:10:01.107938+00"
360,"1762974600","1762974660","tumbling_1 minutes","4","1","0.287","229.96516","2025-11-12 19:11:00.484514+00"
361,"1762974660","1762974720","tumbling_1 minutes","4","1","0.172","389.53488","2025-11-12 19:12:00.791368+00"
362,"1762974720","1762974780","tumbling_1 minutes","4","1","0.451","146.34146","2025-11-12 19:13:00.564181+00"
363,"1762974780","1762974840","tumbling_1 minutes","4","1","0.364","184.06593","2025-11-12 19:14:00.884029+00"
364,"1762974840","1762974900","tumbling_1 minutes","4","1","0.505","130.69307","2025-11-12 19:15:00.526876+00"
365,"1762974900","1762974960","tumbling_1 minutes","4","1","0.439","152.61958","2025-11-12 19:16:00.850222+00"
366,"1762974960","1762975020","tumbling_1 minutes","4","1","0.287","233.44948","2025-11-12 19:17:01.10155+00"
367,"1762975020","1762975080","tumbling_1 minutes","4","1","0.249","265.06024","2025-11-12 19:18:00.562941+00"
368,"1762975080","1762975140","tumbling_1 minutes","4","1","0.482","139.00415","2025-11-12 19:19:01.196421+00"
369,"1762975140","1762975200","tumbling_1 minutes","4","1","1.121","58.876003","2025-11-12 19:20:01.333274+00"
370,"1762975200","1762975260","tumbling_1 minutes","4","1","0.415","161.44579","2025-11-12 19:21:01.032912+00"
371,"1762975260","1762975320","tumbling_1 minutes","4","1","0.292","226.0274","2025-11-12 19:22:00.430579+00"
372,"1762975320","1762975380","tumbling_1 minutes","4","1","0.616","108.766235","2025-11-12 19:23:01.14808+00"
373,"1762975380","1762975440","tumbling_1 minutes","4","1","0.128","515.625","2025-11-12 19:24:00.164061+00"
374,"1762975440","1762975500","tumbling_1 minutes","4","1","0.32","209.375","2025-11-12 19:25:00.755225+00"
375,"1762975500","1762975560","tumbling_1 minutes","4","1","0.609","110.01642","2025-11-12 19:26:01.449176+00"
376,"1762975560","1762975620","tumbling_1 minutes","4","1","0.471","140.1274","2025-11-12 19:27:00.806813+00"
377,"1762975620","1762975680","tumbling_1 minutes","4","1","0.113","592.92035","2025-11-12 19:28:00.846011+00"
378,"1762975680","1762975740","tumbling_1 minutes","4","1","0.297","222.22223","2025-11-12 19:29:00.52521+00"
379,"1762975740","1762975800","tumbling_1 minutes","4","1","0.61","109.83607","2025-11-12 19:30:01.239711+00"
380,"1762975800","1762975860","tumbling_1 minutes","4","1","0.566","116.60777","2025-11-12 19:31:00.687379+00"
381,"1762975860","1762975920","tumbling_1 minutes","4","1","0.378","177.24867","2025-11-12 19:32:00.906848+00"
382,"1762975920","1762975980","tumbling_1 minutes","4","1","0.44","150","2025-11-12 19:33:00.465996+00"
383,"1762975980","1762976040","tumbling_1 minutes","4","1","0.412","162.62135","2025-11-12 19:34:00.833744+00"
384,"1762976040","1762976100","tumbling_1 minutes","4","1","0.276","242.75362","2025-11-12 19:35:01.095296+00"
385,"1762976100","1762976160","tumbling_1 minutes","4","1","0.351","188.0342","2025-11-12 19:36:00.689012+00"
386,"1762976160","1762976220","tumbling_1 minutes","4","1","0.278","241.00719","2025-11-12 19:37:01.010794+00"
387,"1762976220","1762976280","tumbling_1 minutes","4","1","0.214","308.41122","2025-11-12 19:38:00.463149+00"
388,"1762976280","1762976340","tumbling_1 minutes","4","1","0.589","113.75212","2025-11-12 19:39:01.233003+00"
389,"1762976340","1762976400","tumbling_1 minutes","4","1","0.321","205.60748","2025-11-12 19:40:00.467029+00"
390,"1762976400","1762976460","tumbling_1 minutes","4","1","0.125","536","2025-11-12 19:41:00.679425+00"
391,"1762976460","1762976520","tumbling_1 minutes","4","1","0.514","128.40466","2025-11-12 19:42:00.571522+00"
392,"1762976520","1762976580","tumbling_1 minutes","4","1","0.154","435.06494","2025-11-12 19:43:00.605798+00"
393,"1762976580","1762976640","tumbling_1 minutes","4","1","0.588","113.94558","2025-11-12 19:44:01.439925+00"
394,"1762976640","1762976700","tumbling_1 minutes","4","1","0.227","290.7489","2025-11-12 19:45:00.584474+00"
395,"1762976700","1762976760","tumbling_1 minutes","4","1","0.314","213.3758","2025-11-12 19:46:01.06393+00"
396,"1762976760","1762976820","tumbling_1 minutes","4","1","0.962","68.60707","2025-11-12 19:47:01.213531+00"
397,"1762976820","1762976880","tumbling_1 minutes","4","1","0.385","174.02597","2025-11-12 19:48:01.029374+00"
398,"1762976880","1762976940","tumbling_1 minutes","4","1","1.914","34.482758","2025-11-12 19:49:02.06429+00"
399,"1762976940","1762977000","tumbling_1 minutes","4","1","2.043","32.79491","2025-11-12 19:50:02.594762+00"
400,"1762977000","1762977060","tumbling_1 minutes","4","1","0.617","106.96921","2025-11-12 19:51:00.669602+00"
401,"1762977060","1762977120","tumbling_1 minutes","4","1","0.471","142.25053","2025-11-12 19:52:00.937048+00"
402,"1762977120","1762977180","tumbling_1 minutes","4","1","0.899","74.52725","2025-11-12 19:53:01.759958+00"
403,"1762977180","1762977240","tumbling_1 minutes","4","1","1.153","57.241978","2025-11-12 19:54:01.512343+00"
404,"1762977240","1762977300","tumbling_1 minutes","4","1","0.124","540.3226","2025-11-12 19:55:00.880991+00"
405,"1762977300","1762977360","tumbling_1 minutes","4","1","0.899","73.4149","2025-11-12 19:56:01.171443+00"
406,"1762977360","1762977420","tumbling_1 minutes","4","1","0.142","471.831","2025-11-12 19:57:00.819805+00"
407,"1762977420","1762977480","tumbling_1 minutes","4","1","0.425","155.29411","2025-11-12 19:58:00.604729+00"
408,"1762977480","1762977540","tumbling_1 minutes","4","1","0.246","272.35773","2025-11-12 19:59:00.8712+00"
409,"1762977540","1762977600","tumbling_1 minutes","4","1","0.552","119.565216","2025-11-12 20:00:00.776925+00"
410,"1762977600","1762977660","tumbling_1 minutes","4","1","0.211","317.53555","2025-11-12 20:01:00.92346+00"
411,"1762977660","1762977720","tumbling_1 minutes","4","1","0.789","83.65019","2025-11-12 20:02:01.129411+00"
412,"1762977720","1762977780","tumbling_1 minutes","4","1","0.645","103.87597","2025-11-12 20:03:01.515038+00"
413,"1762977780","1762977840","tumbling_1 minutes","4","1","1.859","35.50296","2025-11-12 20:04:02.423767+00"
414,"1762977840","1762977900","tumbling_1 minutes","4","1","1.109","59.513073","2025-11-12 20:05:01.408672+00"
415,"1762977900","1762977960","tumbling_1 minutes","4","1","0.738","90.78591","2025-11-12 20:06:01.638008+00"
416,"1762977960","1762978020","tumbling_1 minutes","4","1","2.316","28.49741","2025-11-12 20:07:02.934185+00"
417,"1762978020","1762978080","tumbling_1 minutes","4","1","2.648","24.92447","2025-11-12 20:08:03.015842+00"
418,"1762978080","1762978140","tumbling_1 minutes","4","1","0.233","283.2618","2025-11-12 20:09:00.304939+00"
419,"1762978140","1762978200","tumbling_1 minutes","4","1","0.728","92.03297","2025-11-12 20:10:01.440299+00"
420,"1762978200","1762978260","tumbling_1 minutes","4","1","2.104","31.368822","2025-11-12 20:11:02.503329+00"
421,"1762978260","1762978320","tumbling_1 minutes","4","1","2.598","25.404158","2025-11-12 20:12:02.669748+00"
422,"1762978320","1762978380","tumbling_1 minutes","4","1","0.713","93.96915","2025-11-12 20:13:01.320666+00"
423,"1762978380","1762978440","tumbling_1 minutes","4","1","0.419","157.5179","2025-11-12 20:14:00.740568+00"
424,"1762978440","1762978500","tumbling_1 minutes","4","1","0.999","67.06707","2025-11-12 20:15:01.87385+00"
425,"1762978500","1762978560","tumbling_1 minutes","4","1","1.128","58.51064","2025-11-12 20:16:01.766428+00"
426,"1762978560","1762978620","tumbling_1 minutes","4","1","1.903","34.68208","2025-11-12 20:17:02.334968+00"
427,"1762978620","1762978680","tumbling_1 minutes","4","1","0.532","124.06015","2025-11-12 20:18:00.663323+00"
428,"1762978680","1762978740","tumbling_1 minutes","4","1","3.08","21.753246","2025-11-12 20:19:03.905621+00"
429,"1762978740","1762978800","tumbling_1 minutes","4","1","2.263","29.164825","2025-11-12 20:20:02.782211+00"
430,"1762978800","1762978860","tumbling_1 minutes","4","1","3.914","16.862545","2025-11-12 20:21:04.212601+00"
431,"1762978860","1762978920","tumbling_1 minutes","4","1","10.551","6.255331","2025-11-12 20:22:10.726856+00"
